name,latitude,longitude
CSRovere_ContatoreG2Mis_Irritre_Settore_FeldiAlti,46.246968,11.170983
CSRovere_ContatoreG2Mis_Irritre_Settore_Ronchi,46.249691,11.163422
CSRovere_ContatoreG2Mis_Irritre_Settore_FeldiBassi,46.24579,11.161498
CSRovere_ContatoreG2Mis_Irritre_Settore_Lagrain2,46.252323,11.1721
CSRovere_ContatoreG2Mis_Irritre_Settore_Feldi,46.245108,11.164813
CSRovere_ContatoreG2Mis_Irritre_Settore_Righeli,46.251625,11.179056
