name,latitude,longitude
,46.252325,11.172134
,46.245002,11.164803
,46.245791,11.161646
,46.246968,11.170983
,46.249691,11.163422
,46.24579,11.161498
,46.252323,11.1721
,46.245108,11.164813
,46.251625,11.179056
,46.322496,11.091914
,46.247697,11.181276
,46.256852,11.162863
,46.31596,11.089941
,46.324905,11.091405
,46.325195,11.095244
